cat	pid	tid	dur	ts	ph	name	args
Node	138	138	596	11030112	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	11030714	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	11030721	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_before	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	1243	11030726	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp3'}
Node	138	138	3	11031983	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_after	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	2	11031993	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_before	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	91705	11032000	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp4'}
Node	138	138	2	11123714	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_after	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	1	11123722	X	_fence_before	{'op_name': 'Add'}
Node	138	138	1308	11123726	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	11125041	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	11125051	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_before	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	764	11125056	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp5'}
Node	138	138	3	11125832	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_after	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	2	11125843	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_before	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	3307	11125848	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp7'}
Node	138	138	2	11129164	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_after	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	1	11129170	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_before	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	87598	11129174	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp6'}
Node	138	138	3	11216784	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_after	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	1	11216795	X	_fence_before	{'op_name': 'Add'}
Node	138	138	325	11216799	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	11217130	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	11217135	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_before	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	1358	11217139	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp8'}
Node	138	138	1	11218504	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_after	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	1	11218510	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_before	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	100570	11218514	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp9'}
Node	138	138	3	11319095	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_after	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	1	11319103	X	_fence_before	{'op_name': 'Add'}
Node	138	138	311	11319107	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	11319425	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	11319435	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_before	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	222	11319439	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp10'}
Node	138	138	1	11319668	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_after	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	2	11319674	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_before	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	1470	11319836	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp12'}
Node	138	138	2	11321317	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_after	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	2	11321324	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_before	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	89814	11321330	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp11'}
Node	138	138	3	11411158	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_after	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	1	11411171	X	_fence_before	{'op_name': 'Add'}
Node	138	138	153	11411176	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	11411335	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	11411341	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_before	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	143	11411347	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp13'}
Node	138	138	1	11411496	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_after	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	2	11411502	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_before	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	131350	11411508	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp14'}
Node	138	138	3	11542871	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_after	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	1	11542880	X	_fence_before	{'op_name': 'Add'}
Node	138	138	151	11542885	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	11543043	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	11543052	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_before	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	151	11543058	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp15'}
Node	138	138	1	11543215	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_after	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	2	11543221	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_before	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	7084	11543227	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp17'}
Node	138	138	3	11550354	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_after	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	1	11550362	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_before	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	138123	11550367	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp16'}
Node	138	138	4	11688506	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_after	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	1	11688518	X	_fence_before	{'op_name': 'Add'}
Node	138	138	75	11688526	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	11688605	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	11688611	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_before	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	57	11688618	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp18'}
Node	138	138	1	11688681	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_after	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	1	11688685	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_before	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	251225	11688689	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp19'}
Node	138	138	2	11939924	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_after	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	1	11939931	X	_fence_before	{'op_name': 'Add'}
Node	138	138	125	11939935	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	11940066	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	11940076	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_before	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	38370	11940083	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp20'}
Node	138	138	2	11978463	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_after	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	1	11978469	X	_fence_before	{'op_name': 'Pad'}
Node	138	138	70	11978473	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Pad'}
Node	138	138	1	11978548	X	_fence_after	{'op_name': 'Pad'}
Node	138	138	1	11978555	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_before	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	79922	11978559	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp21'}
Node	138	138	2	12058495	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_after	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	1	12058505	X	_fence_before	{'op_name': 'Reshape'}
Node	138	138	8	12058510	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Reshape'}
Node	138	138	1	12058525	X	_fence_after	{'op_name': 'Reshape'}
Node	138	138	1	12058531	X	_fence_before	{'op_name': 'Gemm'}
Node	138	138	14833	12058537	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Gemm'}
Node	138	138	2	12073379	X	_fence_after	{'op_name': 'Gemm'}
Session	138	138	1184377	10889012	X	SequentialExecutor::Execute	{}
Session	138	138	1184737	10888681	X	model_run	{}
Node	138	138	5	12073804	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_before	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	67035	12073816	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp1'}
Node	138	138	2	12140866	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_after	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	1	12140874	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_before	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	128671	12140880	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp2'}
Node	138	138	3	12269568	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_after	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	1	12269577	X	_fence_before	{'op_name': 'Add'}
Node	138	138	651	12269582	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	12270241	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	12270248	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_before	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	9045	12270254	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp3'}
Node	138	138	3	12279310	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_after	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	2	12279319	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_before	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	105104	12279324	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp4'}
Node	138	138	2	12384439	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_after	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	1	12384446	X	_fence_before	{'op_name': 'Add'}
Node	138	138	534	12384450	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	12384989	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	12384996	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_before	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	3461	12385000	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp5'}
Node	138	138	2	12388474	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_after	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	1	12388483	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_before	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	20002	12388487	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp7'}
Node	138	138	3	12408501	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_after	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	1	12408509	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_before	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	100315	12408513	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp6'}
Node	138	138	4	12508846	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_after	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	2	12508858	X	_fence_before	{'op_name': 'Add'}
Node	138	138	409	12508864	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	12509281	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	12509287	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_before	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	3570	12509291	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp8'}
Node	138	138	2	12512872	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_after	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	2	12512878	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_before	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	106107	12512882	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp9'}
Node	138	138	3	12619004	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_after	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	1	12619013	X	_fence_before	{'op_name': 'Add'}
Node	138	138	477	12619018	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	2	12619503	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	12619522	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_before	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	1810	12619527	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp10'}
Node	138	138	2	12621348	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_after	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	2	12621358	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_before	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	27405	12621363	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp12'}
Node	138	138	3	12648782	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_after	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	2	12648790	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_before	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	109866	12648795	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp11'}
Node	138	138	3	12758672	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_after	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	1	12758683	X	_fence_before	{'op_name': 'Add'}
Node	138	138	175	12758688	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	12758870	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	12758875	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_before	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	65	12758879	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp13'}
Node	138	138	2	12758950	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_after	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	2	12758961	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_before	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	109584	12758968	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp14'}
Node	138	138	3	12868567	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_after	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	2	12868577	X	_fence_before	{'op_name': 'Add'}
Node	138	138	136	12868586	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	12868728	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	12868736	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_before	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	80	12868741	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp15'}
Node	138	138	1	12868826	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_after	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	1	12868832	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_before	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	571	12868836	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp17'}
Node	138	138	1	12869413	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_after	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	1	12869418	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_before	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	79090	12869422	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp16'}
Node	138	138	3	12948524	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_after	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	1	12948537	X	_fence_before	{'op_name': 'Add'}
Node	138	138	79	12948542	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	12948627	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	12948632	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_before	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	56	12948638	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp18'}
Node	138	138	1	12948701	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_after	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	2	12948706	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_before	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	150311	12948712	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp19'}
Node	138	138	3	13099035	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_after	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	1	13099044	X	_fence_before	{'op_name': 'Add'}
Node	138	138	69	13099048	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	13099121	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	13099128	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_before	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	669	13099133	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp20'}
Node	138	138	2	13099833	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_after	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	1	13099840	X	_fence_before	{'op_name': 'Pad'}
Node	138	138	33	13099843	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Pad'}
Node	138	138	0	13099881	X	_fence_after	{'op_name': 'Pad'}
Node	138	138	1	13099886	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_before	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	89	13099890	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp21'}
Node	138	138	1	13099984	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_after	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	1	13099989	X	_fence_before	{'op_name': 'Reshape'}
Node	138	138	2	13099993	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Reshape'}
Node	138	138	0	13099998	X	_fence_after	{'op_name': 'Reshape'}
Node	138	138	1	13100002	X	_fence_before	{'op_name': 'Gemm'}
Node	138	138	16815	13100006	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Gemm'}
Node	138	138	2	13116832	X	_fence_after	{'op_name': 'Gemm'}
Session	138	138	1043078	12073763	X	SequentialExecutor::Execute	{}
Session	138	138	1043444	12073431	X	model_run	{}
Node	138	138	2	13117185	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_before	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	81315	13117193	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp1'}
Node	138	138	3	13198523	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_after	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	1	13198532	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_before	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	70847	13198536	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp2'}
Node	138	138	2	13269395	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_after	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	1	13269403	X	_fence_before	{'op_name': 'Add'}
Node	138	138	593	13269407	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	13270005	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	13270011	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_before	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	8439	13270015	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp3'}
Node	138	138	2	13278463	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_after	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	2	13278469	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_before	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	101630	13278473	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp4'}
Node	138	138	2	13380113	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_after	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	1	13380120	X	_fence_before	{'op_name': 'Add'}
Node	138	138	564	13380124	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	13380693	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	13380700	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_before	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	17767	13380704	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp5'}
Node	138	138	2	13398483	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_after	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	1	13398492	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_before	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	2063	13398495	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp7'}
Node	138	138	3	13400569	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_after	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	2	13400577	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_before	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	91530	13400581	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp6'}
Node	138	138	3	13492123	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_after	{'op_name': 'MkldnnCustomOp6'}
