cat	pid	tid	dur	ts	ph	name	args
Node	138	138	649	1698491	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	1699147	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	1699159	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_before	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	9310	1699163	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp5'}
Node	138	138	2	1708483	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_after	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	1	1708496	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_before	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	20203	1708500	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp7'}
Node	138	138	4	1728735	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_after	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	2	1728746	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_before	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	110946	1728752	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp6'}
Node	138	138	3	1839710	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_after	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	1	1839726	X	_fence_before	{'op_name': 'Add'}
Node	138	138	352	1839731	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	1840092	X	_fence_after	{'op_name': 'Add'}
Node	138	138	2	1840098	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_before	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	8376	1840112	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp8'}
Node	138	138	2	1848498	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_after	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	2	1848505	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_before	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	140493	1848510	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp9'}
Node	138	138	3	1989013	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_after	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	1	1989020	X	_fence_before	{'op_name': 'Add'}
Node	138	138	342	1989024	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	1989372	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	1989386	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_before	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	706	1989390	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp10'}
Node	138	138	1	1990103	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_after	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	1	1990113	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_before	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	3224	1990117	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp12'}
Node	138	138	1	1993349	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_after	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	1	1993355	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_before	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	85411	1993360	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp11'}
Node	138	138	3	2078781	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_after	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	1	2078795	X	_fence_before	{'op_name': 'Add'}
Node	138	138	120	2078799	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2078923	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2078929	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_before	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	9556	2078933	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp13'}
Node	138	138	1	2088496	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_after	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	1	2088502	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_before	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	120040	2088506	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp14'}
Node	138	138	2	2208557	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_after	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	1	2208564	X	_fence_before	{'op_name': 'Add'}
Node	138	138	115	2208567	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2208687	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2208699	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_before	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	201	2208703	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp15'}
Node	138	138	1	2208910	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_after	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	1	2208931	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_before	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	1371	2208935	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp17'}
Node	138	138	1	2210312	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_after	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	1	2210317	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_before	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	88415	2210320	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp16'}
Node	138	138	2	2298745	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_after	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	1	2298759	X	_fence_before	{'op_name': 'Add'}
Node	138	138	73	2298762	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2298840	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2298845	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_before	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	226	2298849	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp18'}
Node	138	138	1	2299080	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_after	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	1	2299084	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_before	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	159548	2299088	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp19'}
Node	138	138	2	2458645	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_after	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	1	2458653	X	_fence_before	{'op_name': 'Add'}
Node	138	138	59	2458656	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2458719	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2458731	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_before	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	192	2458735	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp20'}
Node	138	138	1	2458931	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_after	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	1	2458936	X	_fence_before	{'op_name': 'Pad'}
Node	138	138	40	2458939	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Pad'}
Node	138	138	1	2458983	X	_fence_after	{'op_name': 'Pad'}
Node	138	138	1	2458990	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_before	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	367	2458994	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp21'}
Node	138	138	1	2459366	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_after	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	1	2459374	X	_fence_before	{'op_name': 'Reshape'}
Node	138	138	2	2459377	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Reshape'}
Node	138	138	0	2459382	X	_fence_after	{'op_name': 'Reshape'}
Node	138	138	1	2459386	X	_fence_before	{'op_name': 'Gemm'}
Node	138	138	4875	2459389	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Gemm'}
Node	138	138	1	2464271	X	_fence_after	{'op_name': 'Gemm'}
Session	138	138	1253209	1211079	X	SequentialExecutor::Execute	{}
Session	138	138	1254702	1209610	X	model_run	{}
Node	138	138	3	2466469	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_before	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	76263	2466476	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp1'}
Node	138	138	2	2542751	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_after	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	1	2542756	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_before	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	70449	2542760	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp2'}
Node	138	138	2	2613224	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_after	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	1	2613231	X	_fence_before	{'op_name': 'Add'}
Node	138	138	490	2613236	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2613732	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2613738	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_before	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	406	2613743	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp3'}
Node	138	138	1	2614156	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_after	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	1	2614162	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_before	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	85302	2614166	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp4'}
Node	138	138	2	2699477	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_after	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	1	2699483	X	_fence_before	{'op_name': 'Add'}
Node	138	138	543	2699487	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2700034	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2700041	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_before	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	8599	2700045	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp5'}
Node	138	138	1	2708653	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_after	{'op_name': 'MkldnnCustomOp5'}
Node	138	138	1	2708660	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_before	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	1728	2708664	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp7'}
Node	138	138	1	2710399	X	MKLDNNExecutionProvider_MkldnnCustomOp7_6_fence_after	{'op_name': 'MkldnnCustomOp7'}
Node	138	138	1	2710405	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_before	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	48325	2710408	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp6'}
Node	138	138	2	2758742	X	MKLDNNExecutionProvider_MkldnnCustomOp6_5_fence_after	{'op_name': 'MkldnnCustomOp6'}
Node	138	138	1	2758750	X	_fence_before	{'op_name': 'Add'}
Node	138	138	240	2758753	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2759020	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2759024	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_before	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	200	2759028	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp8'}
Node	138	138	1	2759233	X	MKLDNNExecutionProvider_MkldnnCustomOp8_7_fence_after	{'op_name': 'MkldnnCustomOp8'}
Node	138	138	1	2759237	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_before	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	49649	2759240	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp9'}
Node	138	138	2	2808899	X	MKLDNNExecutionProvider_MkldnnCustomOp9_8_fence_after	{'op_name': 'MkldnnCustomOp9'}
Node	138	138	1	2808906	X	_fence_before	{'op_name': 'Add'}
Node	138	138	226	2808910	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2809141	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2809148	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_before	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	438	2809152	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp10'}
Node	138	138	1	2809594	X	MKLDNNExecutionProvider_MkldnnCustomOp10_9_fence_after	{'op_name': 'MkldnnCustomOp10'}
Node	138	138	1	2809599	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_before	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	1195	2809603	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp12'}
Node	138	138	1	2810804	X	MKLDNNExecutionProvider_MkldnnCustomOp12_11_fence_after	{'op_name': 'MkldnnCustomOp12'}
Node	138	138	1	2810809	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_before	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	47892	2810813	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp11'}
Node	138	138	4	2858716	X	MKLDNNExecutionProvider_MkldnnCustomOp11_10_fence_after	{'op_name': 'MkldnnCustomOp11'}
Node	138	138	1	2858726	X	_fence_before	{'op_name': 'Add'}
Node	138	138	113	2858729	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2858846	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2858851	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_before	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	118	2858855	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp13'}
Node	138	138	1	2858978	X	MKLDNNExecutionProvider_MkldnnCustomOp13_12_fence_after	{'op_name': 'MkldnnCustomOp13'}
Node	138	138	1	2858982	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_before	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	69779	2858986	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp14'}
Node	138	138	2	2928775	X	MKLDNNExecutionProvider_MkldnnCustomOp14_13_fence_after	{'op_name': 'MkldnnCustomOp14'}
Node	138	138	1	2928782	X	_fence_before	{'op_name': 'Add'}
Node	138	138	137	2928785	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	2928927	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2928934	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_before	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	182	2928938	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp15'}
Node	138	138	2	2929130	X	MKLDNNExecutionProvider_MkldnnCustomOp15_14_fence_after	{'op_name': 'MkldnnCustomOp15'}
Node	138	138	2	2929138	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_before	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	1024	2929143	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp17'}
Node	138	138	1	2930173	X	MKLDNNExecutionProvider_MkldnnCustomOp17_16_fence_after	{'op_name': 'MkldnnCustomOp17'}
Node	138	138	1	2930178	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_before	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	58677	2930182	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp16'}
Node	138	138	2	2988869	X	MKLDNNExecutionProvider_MkldnnCustomOp16_15_fence_after	{'op_name': 'MkldnnCustomOp16'}
Node	138	138	1	2988877	X	_fence_before	{'op_name': 'Add'}
Node	138	138	62	2988880	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	0	2988946	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	2988950	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_before	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	208	2988954	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp18'}
Node	138	138	2	2989172	X	MKLDNNExecutionProvider_MkldnnCustomOp18_17_fence_after	{'op_name': 'MkldnnCustomOp18'}
Node	138	138	2	2989179	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_before	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	63029	2989183	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp19'}
Node	138	138	2	3052221	X	MKLDNNExecutionProvider_MkldnnCustomOp19_18_fence_after	{'op_name': 'MkldnnCustomOp19'}
Node	138	138	1	3052227	X	_fence_before	{'op_name': 'Add'}
Node	138	138	54	3052230	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	0	3052289	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	3052295	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_before	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	187	3052299	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp20'}
Node	138	138	0	3052489	X	MKLDNNExecutionProvider_MkldnnCustomOp20_19_fence_after	{'op_name': 'MkldnnCustomOp20'}
Node	138	138	1	3052493	X	_fence_before	{'op_name': 'Pad'}
Node	138	138	21	3052496	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Pad'}
Node	138	138	0	3052520	X	_fence_after	{'op_name': 'Pad'}
Node	138	138	1	3052524	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_before	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	241	3052527	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp21'}
Node	138	138	0	3052772	X	MKLDNNExecutionProvider_MkldnnCustomOp21_20_fence_after	{'op_name': 'MkldnnCustomOp21'}
Node	138	138	1	3052776	X	_fence_before	{'op_name': 'Reshape'}
Node	138	138	2	3052779	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Reshape'}
Node	138	138	0	3052784	X	_fence_after	{'op_name': 'Reshape'}
Node	138	138	1	3052787	X	_fence_before	{'op_name': 'Gemm'}
Node	138	138	15795	3052790	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Gemm'}
Node	138	138	2	3068597	X	_fence_after	{'op_name': 'Gemm'}
Session	138	138	604039	2464566	X	SequentialExecutor::Execute	{}
Session	138	138	604310	2464326	X	model_run	{}
Node	138	138	3	3068948	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_before	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	42737	3068958	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp1'}
Node	138	138	2	3111707	X	MKLDNNExecutionProvider_MkldnnCustomOp1_0_fence_after	{'op_name': 'MkldnnCustomOp1'}
Node	138	138	1	3111713	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_before	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	67067	3111717	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp2'}
Node	138	138	2	3178796	X	MKLDNNExecutionProvider_MkldnnCustomOp2_1_fence_after	{'op_name': 'MkldnnCustomOp2'}
Node	138	138	1	3178803	X	_fence_before	{'op_name': 'Add'}
Node	138	138	695	3178807	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	3179509	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	3179514	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_before	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	803	3179518	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp3'}
Node	138	138	2	3180327	X	MKLDNNExecutionProvider_MkldnnCustomOp3_2_fence_after	{'op_name': 'MkldnnCustomOp3'}
Node	138	138	1	3180332	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_before	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	58986	3180336	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_kernel_time	{'provider': 'MKLDNNExecutionProvider', 'op_name': 'MkldnnCustomOp4'}
Node	138	138	2	3239332	X	MKLDNNExecutionProvider_MkldnnCustomOp4_3_fence_after	{'op_name': 'MkldnnCustomOp4'}
Node	138	138	1	3239338	X	_fence_before	{'op_name': 'Add'}
Node	138	138	511	3239342	X	_kernel_time	{'provider': 'CPUExecutionProvider', 'op_name': 'Add'}
Node	138	138	1	3239857	X	_fence_after	{'op_name': 'Add'}
Node	138	138	1	3239864	X	MKLDNNExecutionProvider_MkldnnCustomOp5_4_fence_before	{'op_name': 'MkldnnCustomOp5'}
